Customer_ID,risk_score,risk_category
2197-OMWGI,1,"Low risk"
7852-LECYP,4,"High risk"
4430-UZIPO,3,"Medium risk"
4855-SNKMY,3,"Medium risk"
8595-SIZNC,1,"Low risk"
8008-HAWED,3,"Medium risk"
7124-UGSUR,4,"High risk"
1862-SKORY,2,"Medium risk"
1502-XFCVR,4,"High risk"
9692-TUSXH,5,"High risk"
7912-SYRQT,5,"High risk"
4816-JBHOV,4,"High risk"
8920-NAVAY,2,"Medium risk"
8292-TYSPY,2,"Medium risk"
1867-BDVFH,5,"High risk"
2359-QWQUL,3,"Medium risk"
9103-TCIHJ,3,"Medium risk"
9699-UBQFS,4,"High risk"
1261-FWTTE,2,"Medium risk"
3528-HFRIQ,2,"Medium risk"
4140-WJAWW,4,"High risk"
3320-VEOYC,4,"High risk"
6653-CBBOM,5,"High risk"
3247-ZVOUO,6,"High risk"
6101-IMRMM,6,"High risk"
9758-MFWGD,1,"Low risk"
1268-ASBGA,5,"High risk"
8943-URTMR,5,"High risk"
4713-LZDRV,3,"Medium risk"
4325-NFSKC,5,"High risk"
1360-JYXKQ,2,"Medium risk"
2955-PSXOE,4,"High risk"
7762-URZQH,4,"High risk"
6925-BAYGL,1,"Low risk"
6907-NZZIJ,5,"High risk"
4135-FRWKJ,0,"Low risk"
2911-UREFD,3,"Medium risk"
3744-ZRRDZ,5,"High risk"
5673-TIYIB,2,"Medium risk"
6551-ZCOTS,1,"Low risk"
1602-IJQQE,5,"High risk"
4628-WQCQQ,4,"High risk"
5995-SNNEW,4,"High risk"
1644-IRKSF,3,"Medium risk"
3705-PSNGL,1,"Low risk"
6502-HCJTI,6,"High risk"
2606-RMDHZ,4,"High risk"
8258-GSTJK,5,"High risk"
6861-OKBCE,4,"High risk"
9940-RHLFB,5,"High risk"
2995-UPRYS,2,"Medium risk"
6686-YPGHK,4,"High risk"
1383-EZRWL,4,"High risk"
5371-VYLSX,4,"High risk"
4759-TRPLW,5,"High risk"
8563-IIOXK,3,"Medium risk"
8020-BWHYL,3,"Medium risk"
2982-VPSGI,6,"High risk"
8199-ZLLSA,3,"Medium risk"
4128-ETESU,4,"High risk"
4625-EWPTF,4,"High risk"
5980-NOPLP,5,"High risk"
6892-XPFPU,5,"High risk"
8010-EZLOU,5,"High risk"
3295-YVUSR,4,"High risk"
8016-NCFVO,3,"Medium risk"
4119-ZYPZY,2,"Medium risk"
1078-TDCRN,3,"Medium risk"
5439-WIKXB,4,"High risk"
9874-QLCLH,5,"High risk"
8062-YBDOE,5,"High risk"
6000-APYLU,5,"High risk"
0947-IDHRQ,6,"High risk"
3672-YITQD,5,"High risk"
9048-JVYVF,3,"Medium risk"
8988-ECPJR,4,"High risk"
3776-EKTKM,3,"Medium risk"
2080-CAZNM,4,"High risk"
1028-FFNJK,3,"Medium risk"
3001-UNBTL,4,"High risk"
1902-XBTFB,5,"High risk"
0786-IVLAW,3,"Medium risk"
0643-OKLRP,5,"High risk"
4282-ACRXS,2,"Medium risk"
9381-NDKME,3,"Medium risk"
2794-XIMMO,1,"Low risk"
8382-SHQEH,6,"High risk"
7668-XCFYV,4,"High risk"
2983-ZANRP,5,"High risk"
7845-URHJN,3,"Medium risk"
3034-ZBEQN,2,"Medium risk"
5336-UFNZP,3,"Medium risk"
9233-PSYHO,3,"Medium risk"
8327-LZKAS,2,"Medium risk"
1075-BGWOH,5,"High risk"
0302-JOIVN,6,"High risk"
8777-MBMTS,2,"Medium risk"
5366-IJEQJ,5,"High risk"
1981-INRFU,4,"High risk"
4971-PUYQO,5,"High risk"
8485-GJCDN,4,"High risk"
2615-YVMYX,4,"High risk"
2851-STERV,0,"Low risk"
1527-SXDPN,2,"Medium risk"
6029-WTIPC,5,"High risk"
8634-CILSZ,2,"Medium risk"
5419-JKZNQ,3,"Medium risk"
1409-PHXTF,2,"Medium risk"
9591-YVTEB,2,"Medium risk"
9309-BZGNT,1,"Low risk"
8075-GXIUB,2,"Medium risk"
6682-QJDGB,3,"Medium risk"
8780-IXSTS,6,"High risk"
6723-WSNTY,2,"Medium risk"
9530-EHPOH,4,"High risk"
0345-HKJVM,6,"High risk"
3049-SOLAY,6,"High risk"
3317-HRTNN,3,"Medium risk"
3235-ETOOB,5,"High risk"
8058-INTPH,4,"High risk"
2144-BFDSO,4,"High risk"
5647-FXOTP,4,"High risk"
5569-OUICF,3,"Medium risk"
8821-XNHVZ,5,"High risk"
2082-OJVTK,5,"High risk"
6078-VESFR,3,"Medium risk"
5940-NFXKV,5,"High risk"
8053-WWDRO,3,"Medium risk"
9564-KCLHR,3,"Medium risk"
2082-CEFLT,4,"High risk"
1213-NGCUN,3,"Medium risk"
9866-OCCKE,2,"Medium risk"
5688-KZTSN,3,"Medium risk"
2894-QOJRX,3,"Medium risk"
5747-PMBSQ,5,"High risk"
3143-JQEGI,5,"High risk"
6386-SZZKH,3,"Medium risk"
2982-IHMFT,4,"High risk"
3521-SYVOR,3,"Medium risk"
9526-JAWYF,5,"High risk"
5649-VUKMC,5,"High risk"
5143-EGQFK,3,"Medium risk"
4919-IKATY,6,"High risk"
9050-QLROH,5,"High risk"
6168-WFVVF,4,"High risk"
0877-SDMBN,3,"Medium risk"
2786-GCDPI,3,"Medium risk"
8065-YKXKD,5,"High risk"
9637-EIHEQ,3,"Medium risk"
9689-PTNPG,6,"High risk"
9465-RWMXL,3,"Medium risk"
2362-IBOOY,4,"High risk"
0843-WTBXE,5,"High risk"
5515-IDEJJ,4,"High risk"
7450-NWRTR,5,"High risk"
5376-DEQCP,4,"High risk"
9095-HFAFX,6,"High risk"
2379-ENZGV,6,"High risk"
6005-OBZPH,5,"High risk"
7932-WPTDS,4,"High risk"
3733-UOCWF,2,"Medium risk"
2722-VOJQL,3,"Medium risk"
8490-BXHEO,4,"High risk"
7173-TETGO,2,"Medium risk"
5228-EXCET,5,"High risk"
6435-VWCCY,3,"Medium risk"
7394-FKDNK,6,"High risk"
6331-LWDTQ,4,"High risk"
1597-FZREH,3,"Medium risk"
7000-WCEVQ,3,"Medium risk"
0727-IWKVK,5,"High risk"
5959-BELXA,5,"High risk"
3512-IZIKN,1,"Low risk"
6141-OOXUQ,4,"High risk"
7503-ZGUZJ,6,"High risk"
2506-TNFCO,5,"High risk"
8718-PTMEZ,3,"Medium risk"
2207-OBZNX,4,"High risk"
6142-VSJQO,4,"High risk"
6437-UKHMV,5,"High risk"
6726-NNFWD,3,"Medium risk"
1114-CENIM,3,"Medium risk"
6060-DRTNL,6,"High risk"
8473-VUVJN,4,"High risk"
6289-CPNLD,1,"Low risk"
5536-SLHPM,4,"High risk"
7856-GANIL,2,"Medium risk"
0196-VULGZ,5,"High risk"
8837-VVWLQ,6,"High risk"
2696-NARTR,4,"High risk"
7614-QVWQL,2,"Medium risk"
1976-CFOCS,4,"High risk"
4631-OACRM,4,"High risk"
3755-JBMNH,4,"High risk"
6345-ULYRW,2,"Medium risk"
1809-DMJHQ,4,"High risk"
0248-PGHBZ,2,"Medium risk"
6923-EFPNL,4,"High risk"
7472-EQOAV,3,"Medium risk"
9574-RKJIF,5,"High risk"
2619-WFQWU,4,"High risk"
5985-BEHZK,3,"Medium risk"
9279-CJEOJ,4,"High risk"
0778-NELLA,4,"High risk"
8029-XYPWT,2,"Medium risk"
4614-NUVZD,5,"High risk"
3803-KMQFW,3,"Medium risk"
6804-GDMOI,2,"Medium risk"
6646-JPPHA,3,"Medium risk"
9572-MTILT,4,"High risk"
7658-UYUQS,4,"High risk"
9611-CTWIH,5,"High risk"
0329-GTIAJ,4,"High risk"
8746-BFOAJ,1,"Low risk"
6629-CZTTH,4,"High risk"
5364-EVNIB,4,"High risk"
8023-QHAIO,2,"Medium risk"
5087-SUURX,2,"Medium risk"
8133-ANHHJ,2,"Medium risk"
0013-EXCHZ,5,"High risk"
5550-VFRLC,5,"High risk"
4929-BSTRX,4,"High risk"
2225-ZRGSG,3,"Medium risk"
5271-YNWVR,3,"Medium risk"
2657-ALMWY,4,"High risk"
6330-JKLPC,6,"High risk"
4667-OHGKG,3,"Medium risk"
1707-HABPF,3,"Medium risk"
1660-HSOOQ,3,"Medium risk"
7253-UVNDW,0,"Low risk"
7228-OMTPN,5,"High risk"
6284-AHOOQ,4,"High risk"
2344-JMOGN,5,"High risk"
3799-ISUZQ,5,"High risk"
1794-HBQTJ,4,"High risk"
2460-FPSYH,3,"Medium risk"
4818-DRBQT,4,"High risk"
1320-HTRDR,5,"High risk"
6847-KJLTS,3,"Medium risk"
1493-AMTIE,4,"High risk"
4619-EVPHY,3,"Medium risk"
6424-ELEYH,5,"High risk"
4391-RESHN,4,"High risk"
4462-CYWMH,4,"High risk"
9334-GWGOW,4,"High risk"
6821-BUXUX,5,"High risk"
5028-HTLJB,4,"High risk"
9801-GDWGV,5,"High risk"
2320-JRSDE,3,"Medium risk"
0601-WZHJF,2,"Medium risk"
5143-WMWOG,4,"High risk"
5393-RXQSZ,4,"High risk"
0231-LXVAP,3,"Medium risk"
9444-JTXHZ,4,"High risk"
5510-BOIUJ,3,"Medium risk"
4291-HYEBC,1,"Low risk"
4471-KXAUH,3,"Medium risk"
7638-QVMVY,5,"High risk"
1576-PFZIW,3,"Medium risk"
3244-DCJWY,5,"High risk"
0875-CABNR,5,"High risk"
0147-ESWWR,3,"Medium risk"
1217-VASWC,3,"Medium risk"
7812-FZHPE,3,"Medium risk"
4797-AXPXK,3,"Medium risk"
5229-PRWKT,5,"High risk"
6982-UQZLY,3,"Medium risk"
2522-WLNSF,0,"Low risk"
5057-LCOUI,2,"Medium risk"
0193-ESZXP,3,"Medium risk"
4369-HTUIF,6,"High risk"
5327-XOKKY,1,"Low risk"
0156-FVPTA,2,"Medium risk"
1984-FCOWB,3,"Medium risk"
0654-HMSHN,5,"High risk"
3312-ZWLGF,2,"Medium risk"
5287-QWLKY,5,"High risk"
0795-XCCTE,1,"Low risk"
5196-SGOAK,4,"High risk"
7072-MBHEV,4,"High risk"
1891-UAWWU,5,"High risk"
8050-DVOJX,1,"Low risk"
6108-OQZDQ,5,"High risk"
0363-QJVFX,4,"High risk"
8169-SAEJD,1,"Low risk"
9840-DVNDC,6,"High risk"
3096-JRDSO,4,"High risk"
8042-JVNFH,4,"High risk"
3374-LXDEV,4,"High risk"
1580-BMCMR,4,"High risk"
5049-GLYVG,4,"High risk"
4199-QHJNM,2,"Medium risk"
5883-GTGVD,5,"High risk"
5135-GRQJV,2,"Medium risk"
2384-OVPSA,1,"Low risk"
1371-WEPDS,1,"Low risk"
4817-QRJSX,6,"High risk"
3349-ANQNH,3,"Medium risk"
2398-YPMUR,4,"High risk"
5937-EORGB,4,"High risk"
5539-HIVAK,2,"Medium risk"
9985-MWVIX,5,"High risk"
4583-PARNH,3,"Medium risk"
1421-HCERK,3,"Medium risk"
0716-BQNDX,2,"Medium risk"
1265-XTECC,4,"High risk"
2237-ZFSMY,3,"Medium risk"
4871-JTKJF,4,"High risk"
1415-YFWLT,6,"High risk"
6711-VTNRE,4,"High risk"
3500-RMZLT,4,"High risk"
1162-ECVII,2,"Medium risk"
4548-SDBKE,5,"High risk"
8066-POXGX,2,"Medium risk"
8695-ARGXZ,3,"Medium risk"
4143-OOBWZ,6,"High risk"
1697-NVVGY,2,"Medium risk"
7854-EKTJL,3,"Medium risk"
9102-IAYHT,4,"High risk"
3422-LYEPQ,5,"High risk"
2642-DTVCO,5,"High risk"
4361-JEIVL,3,"Medium risk"
9112-WSNPU,3,"Medium risk"
1363-TXLSL,5,"High risk"
9507-EXLTT,5,"High risk"
9846-GKXAS,5,"High risk"
6017-PPLPX,4,"High risk"
4976-LNFVV,2,"Medium risk"
2077-MPJQO,4,"High risk"
7136-RVDTZ,2,"Medium risk"
1480-IVEVR,3,"Medium risk"
4581-SSPWD,5,"High risk"
6927-WTFIV,4,"High risk"
4118-CEVPF,2,"Medium risk"
3398-ZOUAA,4,"High risk"
0378-NHQXU,5,"High risk"
4512-ZUIYL,4,"High risk"
7969-AULMZ,4,"High risk"
2428-HYUNX,1,"Low risk"
0568-ONFPC,4,"High risk"
0733-VUNUW,3,"Medium risk"
4550-EVXNY,5,"High risk"
2968-SSGAA,6,"High risk"
4844-JJWUY,6,"High risk"
6777-TGHTM,4,"High risk"
3538-WZPHD,4,"High risk"
4785-QRJHC,0,"Low risk"
8610-WFCJF,5,"High risk"
9693-XMUOB,2,"Medium risk"
4905-JEFDW,3,"Medium risk"
7881-INRLC,5,"High risk"
1635-NZATJ,1,"Low risk"
9943-VSZUV,3,"Medium risk"
0117-LFRMW,3,"Medium risk"
6172-FECYY,4,"High risk"
1965-AKTSX,4,"High risk"
4786-UKSNZ,4,"High risk"
7248-VZQLC,5,"High risk"
9355-NPPFS,3,"Medium risk"
5828-DWPIL,4,"High risk"
0011-IGKFF,5,"High risk"
4192-GORJT,6,"High risk"
6496-SLWHQ,5,"High risk"
9912-GVSEQ,5,"High risk"
2931-FSOHN,2,"Medium risk"
5383-MMTWC,5,"High risk"
9971-ZWPBF,3,"Medium risk"
7240-ETPTR,4,"High risk"
2202-CUYXZ,6,"High risk"
5995-OIGLP,3,"Medium risk"
8421-WZOOW,3,"Medium risk"
6261-RCVNS,1,"Low risk"
7951-QKZPL,1,"Low risk"
3640-PHQXK,5,"High risk"
6877-LGWXO,3,"Medium risk"
2957-JIRMN,3,"Medium risk"
8019-ENHXU,4,"High risk"
5167-GBFRE,3,"Medium risk"
9033-EOXWV,1,"Low risk"
1324-NLTJE,2,"Medium risk"
1522-VVDMG,5,"High risk"
9185-TQCVP,5,"High risk"
5271-DBYSJ,4,"High risk"
5567-WSELE,6,"High risk"
8063-RJYNF,5,"High risk"
0687-ZVTHB,2,"Medium risk"
9661-ACXBS,5,"High risk"
3727-RJMEO,6,"High risk"
3915-ODIYG,1,"Low risk"
6646-VRFOL,5,"High risk"
5685-IIXLY,5,"High risk"
5671-UUNXD,2,"Medium risk"
4250-ZBWLV,2,"Medium risk"
4698-KVLLG,1,"Low risk"
5095-AESKG,5,"High risk"
1871-MOWRM,5,"High risk"
2027-OAQQC,3,"Medium risk"
0282-NVSJS,2,"Medium risk"
9090-SGQXL,4,"High risk"
6595-YGXIT,5,"High risk"
9835-ZIITK,3,"Medium risk"
7537-CBQUZ,4,"High risk"
1555-DJEQW,3,"Medium risk"
5649-TJHOV,3,"Medium risk"
0519-XUZJU,5,"High risk"
4750-UKWJK,1,"Low risk"
6338-AVWCY,3,"Medium risk"
9253-QXKBE,5,"High risk"
9445-SZLCH,5,"High risk"
4884-ZTHVF,5,"High risk"
3055-OYMSE,3,"Medium risk"
7568-PODML,4,"High risk"
5349-IECLD,6,"High risk"
3945-GFWQL,3,"Medium risk"
3797-VTIDR,4,"High risk"
9526-BIHHD,4,"High risk"
4523-WXCEF,5,"High risk"
1468-DEFNC,1,"Low risk"
8364-TRMMK,4,"High risk"
3063-QFSZL,4,"High risk"
8775-LHDJH,6,"High risk"
3097-NQYSN,6,"High risk"
9605-WGJVW,4,"High risk"
3565-UNOCC,5,"High risk"
4627-MIHJH,2,"Medium risk"
9249-FXSCK,3,"Medium risk"
5493-SDRDQ,4,"High risk"
5553-AOINX,3,"Medium risk"
0871-URUWO,5,"High risk"
9190-MFJLN,5,"High risk"
1095-JUDTC,4,"High risk"
3258-SANFR,3,"Medium risk"
0870-VEMYL,3,"Medium risk"
4833-QTJNO,4,"High risk"
5385-SUIRI,5,"High risk"
3982-XWFZQ,3,"Medium risk"
2322-VCZHZ,4,"High risk"
4009-ALQFH,4,"High risk"
6383-ZTSIW,3,"Medium risk"
3627-FCRDW,4,"High risk"
7562-GSUHK,5,"High risk"
4903-UYAVB,4,"High risk"
0118-JPNOY,4,"High risk"
6776-TLWOI,4,"High risk"
9000-PLFUZ,1,"Low risk"
7779-ORAEL,0,"Low risk"
0644-OQMDK,4,"High risk"
4077-CROMM,4,"High risk"
2868-MZAGQ,5,"High risk"
4847-QNOKA,4,"High risk"
1658-XUHBX,4,"High risk"
6379-RXJRQ,5,"High risk"
2378-HTWFW,4,"High risk"
8650-RHRKE,3,"Medium risk"
0475-RIJEP,4,"High risk"
1260-TTRXI,4,"High risk"
3719-TDVQB,1,"Low risk"
6328-ZPBGN,6,"High risk"
0201-MIBOL,3,"Medium risk"
4789-KWMXN,3,"Medium risk"
2867-UIMSS,6,"High risk"
8495-PRWFH,2,"Medium risk"
0439-IFYUN,3,"Medium risk"
8111-RKSPX,5,"High risk"
1585-MQSSU,2,"Medium risk"
2856-NNASM,5,"High risk"
6458-CYIDZ,5,"High risk"
8559-CIZFV,1,"Low risk"
7547-EKNFS,5,"High risk"
6769-DYBQN,5,"High risk"
4439-JMPMT,5,"High risk"
2446-BEGGB,5,"High risk"
1496-GGSUK,4,"High risk"
2575-GFSOE,5,"High risk"
2842-JTCCU,3,"Medium risk"
3296-SILRA,5,"High risk"
9681-OXGVC,5,"High risk"
5180-UCIIQ,3,"Medium risk"
1932-UEDCX,4,"High risk"
7153-OANIO,5,"High risk"
5188-HGMLP,3,"Medium risk"
6521-YYTYI,5,"High risk"
8878-HMWBV,4,"High risk"
5331-RGMTT,4,"High risk"
4476-OSWTN,2,"Medium risk"
3751-KTZEL,4,"High risk"
1977-STDKI,5,"High risk"
5813-UECBU,5,"High risk"
0328-GRPMV,5,"High risk"
6726-WEXXK,3,"Medium risk"
4342-HENTK,5,"High risk"
4195-SMMNX,4,"High risk"
6956-SMUCM,6,"High risk"
3223-WZWJM,5,"High risk"
9053-JZFKV,3,"Medium risk"
2530-ENDWQ,3,"Medium risk"
6615-ZGEDR,4,"High risk"
4023-RTIQM,1,"Low risk"
7872-RDDLZ,2,"Medium risk"
9250-WYPLL,5,"High risk"
2754-XBHTB,5,"High risk"
1597-LHYNC,5,"High risk"
3162-KKZXO,3,"Medium risk"
7055-VKGDA,3,"Medium risk"
0754-UKWQP,6,"High risk"
7493-TPUWZ,5,"High risk"
8904-OPDCK,2,"Medium risk"
1577-HKTFG,3,"Medium risk"
8752-STIVR,4,"High risk"
4558-FANTW,4,"High risk"
8651-ENBZX,2,"Medium risk"
7623-TRNQN,3,"Medium risk"
9330-IJWIO,5,"High risk"
9286-DOJGF,4,"High risk"
6048-QBXKL,3,"Medium risk"
9661-MHUMO,2,"Medium risk"
1842-EZJMK,4,"High risk"
8079-XRJRS,4,"High risk"
8073-IJDCM,3,"Medium risk"
8884-ADFVN,6,"High risk"
2720-WGKHP,6,"High risk"
6734-FQAJX,2,"Medium risk"
2869-ADAWR,5,"High risk"
9894-EZEWG,5,"High risk"
7851-FLGGQ,3,"Medium risk"
0637-UBJRP,5,"High risk"
0940-OUQEC,6,"High risk"
2378-VTKDH,4,"High risk"
0702-PGIBZ,6,"High risk"
1963-VAUKV,3,"Medium risk"
3058-HJCUY,3,"Medium risk"
2974-GGUXS,4,"High risk"
7994-XIRTR,0,"Low risk"
3259-FDWOY,3,"Medium risk"
0807-ZABDG,3,"Medium risk"
5298-GSTLM,3,"Medium risk"
5748-RNCJT,2,"Medium risk"
6121-TNHBO,1,"Low risk"
5119-NZPTV,4,"High risk"
7739-LAXOG,5,"High risk"
9776-CLUJA,4,"High risk"
3865-ZYKAD,4,"High risk"
6034-ZRYCV,1,"Low risk"
2079-FBMZK,5,"High risk"
6608-QQLVK,3,"Medium risk"
3551-HUAZH,5,"High risk"
6302-JGYRJ,1,"Low risk"
2205-LPVGL,2,"Medium risk"
3685-YLCMQ,3,"Medium risk"
4868-AADLV,2,"Medium risk"
8634-MPHTR,5,"High risk"
3256-EZDBI,2,"Medium risk"
8761-NSOBC,4,"High risk"
8413-VONUO,5,"High risk"
4726-DLWQN,2,"Medium risk"
9223-UCPVT,5,"High risk"
3518-FSTWG,3,"Medium risk"
4351-QLCSU,4,"High risk"
5419-JPRRN,6,"High risk"
2100-BDNSN,2,"Medium risk"
0488-GSLFR,5,"High risk"
9318-NKNFC,4,"High risk"
9728-FTTVZ,4,"High risk"
7254-IQWOZ,5,"High risk"
2474-BRUCM,5,"High risk"
0742-NXBGR,6,"High risk"
6110-OHIHY,5,"High risk"
5889-LFOLL,5,"High risk"
5708-EVONK,5,"High risk"
8708-XPXHZ,5,"High risk"
0616-ATFGB,4,"High risk"
7016-BPGEU,3,"Medium risk"
6876-ADESB,4,"High risk"
1963-SVUCV,4,"High risk"
0220-EBGCE,6,"High risk"
2754-VDLTR,6,"High risk"
3190-XFANI,3,"Medium risk"
7551-DACSP,4,"High risk"
7235-NXZCP,5,"High risk"
0230-UBYPQ,0,"Low risk"
1763-KUAAW,1,"Low risk"
1104-TNLZA,3,"Medium risk"
5195-KPUNQ,2,"Medium risk"
0520-FDVVT,3,"Medium risk"
1444-VVSGW,3,"Medium risk"
5712-PTIWW,4,"High risk"
3315-TOTBP,4,"High risk"
6661-HBGWL,5,"High risk"
1518-VOWAV,4,"High risk"
3908-MKIMJ,1,"Low risk"
5909-ECHUI,4,"High risk"
1309-BXVOQ,4,"High risk"
9317-WZPGV,4,"High risk"
2856-HYAPG,5,"High risk"
4488-PSYCG,3,"Medium risk"
3621-CEOVK,5,"High risk"
6906-ANDWJ,4,"High risk"
6969-MVBAI,5,"High risk"
2453-SAFNS,0,"Low risk"
7426-GSWPO,4,"High risk"
1031-IIDEO,4,"High risk"
5832-XKAES,5,"High risk"
4701-AHWMW,2,"Medium risk"
9210-IAHGH,3,"Medium risk"
0023-XUOPT,5,"High risk"
4592-IWTJI,4,"High risk"
4909-JOUPP,2,"Medium risk"
7632-MNYOY,2,"Medium risk"
6518-LGAOV,4,"High risk"
7242-QZLXF,4,"High risk"
4576-CSAJH,0,"Low risk"
1000-AJSLD,4,"High risk"
1062-LHZOD,5,"High risk"
9600-NAXZN,5,"High risk"
6457-USBER,5,"High risk"
4662-EKDPQ,4,"High risk"
9248-OJYKK,4,"High risk"
3398-FSHON,6,"High risk"
3319-DWOEP,5,"High risk"
6437-UDQJM,2,"Medium risk"
1226-IENZN,3,"Medium risk"
9259-PACGQ,2,"Medium risk"
4415-IJZTP,5,"High risk"
1465-VINDH,5,"High risk"
2810-FTLEM,3,"Medium risk"
3411-WLRSQ,4,"High risk"
1925-TIBLE,6,"High risk"
0818-OCPZO,4,"High risk"
1447-GIQMR,5,"High risk"
0822-QGCXA,2,"Medium risk"
0872-NXJYS,5,"High risk"
3588-WSTTJ,4,"High risk"
3798-EPWRR,3,"Medium risk"
9412-ARGBX,3,"Medium risk"
1389-CXMLU,6,"High risk"
5561-NWEVX,4,"High risk"
2737-WFVYW,4,"High risk"
2452-MRMZF,1,"Low risk"
2272-QAGFO,3,"Medium risk"
4989-LIXVT,4,"High risk"
9850-OWRHQ,5,"High risk"
3768-NLUBH,5,"High risk"
8676-TRMJS,5,"High risk"
5481-NTDOH,3,"Medium risk"
7359-SSBJK,1,"Low risk"
0685-MLYYM,5,"High risk"
0749-IRGQE,2,"Medium risk"
8182-PNAGI,3,"Medium risk"
7957-RYHQD,4,"High risk"
2180-DXNEG,6,"High risk"
5515-AKOAJ,4,"High risk"
8976-OQHGT,3,"Medium risk"
6230-BSUXY,6,"High risk"
1754-GKYPY,4,"High risk"
5294-CDGWY,2,"Medium risk"
1591-MQJTP,3,"Medium risk"
5295-PCJOO,4,"High risk"
9863-JZAIC,3,"Medium risk"
7471-MQPOS,0,"Low risk"
7660-HDPJV,5,"High risk"
7931-PXHFC,0,"Low risk"
3990-QYKBE,5,"High risk"
3259-KNMRR,1,"Low risk"
6120-RJKLU,0,"Low risk"
4919-MOAVT,5,"High risk"
3090-HAWSU,3,"Medium risk"
9820-RMCQV,4,"High risk"
7839-QRKXN,4,"High risk"
5204-QZXPU,3,"Medium risk"
4597-ELFTS,1,"Low risk"
8450-JOVAH,4,"High risk"
1113-IUJYX,3,"Medium risk"
4323-OHFOW,2,"Medium risk"
9274-CNFMO,5,"High risk"
7758-XKCBS,2,"Medium risk"
8992-JQYUN,4,"High risk"
6563-VNPMN,3,"Medium risk"
0617-AQNWT,1,"Low risk"
2267-WTPYD,4,"High risk"
2446-PLQVO,5,"High risk"
3005-NFMTA,5,"High risk"
8784-CGILN,4,"High risk"
5389-FFVKB,5,"High risk"
8444-WRIDW,5,"High risk"
9451-LPGOO,6,"High risk"
9129-UXERG,3,"Medium risk"
5868-YWPDW,6,"High risk"
6229-LSCKB,4,"High risk"
2025-JKFWI,4,"High risk"
4078-SAYYN,6,"High risk"
9940-HPQPG,6,"High risk"
6127-IYJOZ,3,"Medium risk"
6618-RYATB,5,"High risk"
9079-YEXQJ,4,"High risk"
2685-SREOM,5,"High risk"
0402-CQAJN,4,"High risk"
6692-UDPJC,3,"Medium risk"
1273-MTETI,5,"High risk"
5480-HPRRX,3,"Medium risk"
0295-PPHDO,6,"High risk"
1195-OIYEJ,5,"High risk"
5906-CVLHP,1,"Low risk"
4501-EQDRN,5,"High risk"
2990-HWIML,6,"High risk"
8065-QBYTO,2,"Medium risk"
7384-GHBPI,4,"High risk"
7603-USHJS,4,"High risk"
7234-FECYN,5,"High risk"
5876-HZVZM,4,"High risk"
1400-MMYXY,6,"High risk"
3085-QUOZK,3,"Medium risk"
3926-CUQZX,3,"Medium risk"
7921-LMDFQ,3,"Medium risk"
5820-PTRYM,0,"Low risk"
6211-WHMYA,1,"Low risk"
1041-RXHRA,3,"Medium risk"
1750-CSKKM,4,"High risk"
7142-HVGBG,5,"High risk"
8267-ZNYVZ,3,"Medium risk"
6457-GIRWB,5,"High risk"
1450-SKCVI,3,"Medium risk"
5570-PTWEH,5,"High risk"
6502-MJQAE,5,"High risk"
7693-LCKZL,6,"High risk"
3454-JFUBC,1,"Low risk"
0032-PGELS,4,"High risk"
6797-LNAQX,4,"High risk"
6394-MFYNG,5,"High risk"
1564-NTYXF,5,"High risk"
2451-YMUXS,0,"Low risk"
4690-PKDQG,4,"High risk"
8155-IBNHG,3,"Medium risk"
0886-QGENL,5,"High risk"
7789-CRUVC,3,"Medium risk"
8739-WWKDU,5,"High risk"
8685-WHQPW,4,"High risk"
4745-LSPLO,4,"High risk"
8083-YTZES,5,"High risk"
7240-FQLHE,4,"High risk"
6664-FPDAC,2,"Medium risk"
9972-VAFJJ,2,"Medium risk"
0786-VSSUD,3,"Medium risk"
3976-BWUCK,3,"Medium risk"
5981-ZVXOT,3,"Medium risk"
3585-ISXZP,5,"High risk"
6583-QGCSI,4,"High risk"
4174-LPGTI,0,"Low risk"
2108-XWMPY,4,"High risk"
6304-IJFSQ,3,"Medium risk"
0093-XWZFY,5,"High risk"
2274-XUATA,0,"Low risk"
1980-KXVPM,5,"High risk"
7703-ZEKEF,5,"High risk"
0723-DRCLG,5,"High risk"
5482-NUPNA,3,"Medium risk"
0666-UXTJO,4,"High risk"
1122-JWTJW,5,"High risk"
1699-HPSBG,1,"Low risk"
1035-IPQPU,4,"High risk"
8775-CEBBJ,4,"High risk"
2235-DWLJU,3,"Medium risk"
3605-JISKB,1,"Low risk"
6894-LFHLY,5,"High risk"
0639-TSIQW,5,"High risk"
8361-LTMKD,5,"High risk"
8975-SKGRX,2,"Medium risk"
2267-FPIMA,4,"High risk"
0297-RBCSG,0,"Low risk"
0835-JKADZ,2,"Medium risk"
3865-YIOTT,3,"Medium risk"
4301-VVZKA,3,"Medium risk"
5146-CBVOE,3,"Medium risk"
2692-AQCPF,2,"Medium risk"
0347-UBKUZ,2,"Medium risk"
0835-DUUIQ,1,"Low risk"
0811-GSDTP,2,"Medium risk"
7567-ECMCM,3,"Medium risk"
8467-WYNSR,1,"Low risk"
0851-DFJKB,1,"Low risk"
8388-FYNPZ,3,"Medium risk"
5651-YLPRD,4,"High risk"
3429-IFLEM,0,"Low risk"
5002-GCQFH,4,"High risk"
0556-FJEGU,0,"Low risk"
3318-ISQFQ,2,"Medium risk"
2483-XSSMZ,1,"Low risk"
