customer_ID,gender,senior_citizen,partner,dependents,tenure,contract,payment_method,paperless_billing,monthly_charges,total_charges,"Internet Type","Online Security","Online Backup","Premium Tech Support","Streaming TV","Streaming Movies","Churn Category","Churn Reason","Satisfaction Score","Churn Score",CLTV,churn
1179-INLAT,Male,No,No,No,3,"One year","Mailed check",Yes,19.45,69.25,None,No,No,No,No,No,,,4,32,2787,No
7909-FIOIY,Female,No,Yes,Yes,19,Month-to-month,"Mailed check",Yes,24.85,434.8,Cable,No,No,No,No,No,,,5,39,2958,No
5468-BPMMO,Male,No,Yes,No,46,Month-to-month,"Electronic check",No,19.6,851.2,None,No,No,No,No,No,,,5,59,5092,No
9534-NSXEM,Male,No,No,No,26,"One year","Credit card (automatic)",Yes,20.65,595.5,None,No,No,No,No,No,,,3,79,2194,No
1810-MVMAI,Male,No,Yes,Yes,30,Month-to-month,"Electronic check",No,67.6,2000.2,Cable,Yes,Yes,Yes,No,No,,,3,33,4104,No
1229-RCALF,Female,No,Yes,No,64,"One year","Electronic check",Yes,115,7396.15,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,4,45,5189,No
6366-XIVKZ,Female,No,Yes,Yes,13,Month-to-month,"Mailed check",Yes,63.15,816.8,Cable,Yes,No,No,No,Yes,,,3,46,5916,No
9375-MHRRS,Male,No,No,No,6,Month-to-month,"Mailed check",No,50.05,288.35,DSL,No,No,Yes,No,No,,,5,34,3929,No
4860-YZGZM,Male,No,No,No,10,Month-to-month,"Electronic check",No,20,185.4,None,No,No,No,No,No,,,3,63,2706,No
4760-THGOT,Female,No,Yes,No,43,Month-to-month,"Electronic check",Yes,94.1,4107.3,"Fiber Optic",Yes,Yes,No,No,Yes,,,3,71,4392,No
2790-XUYMV,Male,No,No,Yes,71,"One year","Credit card (automatic)",Yes,85.45,6028.95,"Fiber Optic",Yes,Yes,No,No,No,,,4,48,4777,No
5353-WILCI,Female,No,No,No,28,Month-to-month,"Electronic check",No,56.05,1522.65,Cable,Yes,Yes,No,No,No,,,3,47,4468,No
7009-PCARS,Male,No,No,Yes,55,"One year","Bank transfer (automatic)",No,19.1,1001.5,None,No,No,No,No,No,,,5,66,4391,No
0519-DRGTI,Female,No,Yes,Yes,20,Month-to-month,"Mailed check",No,20.35,442.6,None,No,No,No,No,No,,,4,49,2522,No
1985-MBRYP,Female,No,No,No,43,"Two year","Bank transfer (automatic)",Yes,19.65,779.25,None,No,No,No,No,No,,,3,41,3678,No
9372-TXXPS,Female,No,Yes,No,60,"Two year","Bank transfer (automatic)",No,59.85,3483.45,Cable,Yes,Yes,Yes,No,No,,,3,54,4029,No
1015-JPFYW,Male,No,No,Yes,7,"One year","Mailed check",No,19.45,136.75,None,No,No,No,No,No,,,3,29,5084,No
6645-MXQJT,Male,No,Yes,Yes,2,Month-to-month,"Electronic check",No,97.1,184.15,"Fiber Optic",Yes,No,No,Yes,Yes,,,3,43,5745,No
6484-LATFU,Male,No,No,No,68,"Two year","Mailed check",No,24.55,1657.4,None,No,No,No,No,No,,,3,31,6042,No
7599-NTMDP,Female,No,Yes,Yes,62,"Two year","Bank transfer (automatic)",No,48.7,3008.55,Cable,Yes,Yes,Yes,Yes,No,,,3,26,5453,No
0536-ACXIP,Female,No,Yes,No,72,"Two year","Electronic check",Yes,109.55,8165.1,"Fiber Optic",Yes,Yes,No,Yes,Yes,,,3,53,6452,No
0936-NQLJU,Female,No,Yes,No,41,"Two year","Credit card (automatic)",No,20.65,875.55,None,No,No,No,No,No,,,3,79,5062,No
3251-YMVWZ,Male,No,No,No,53,"One year","Bank transfer (automatic)",No,24.05,1301.9,None,No,No,No,No,No,,,3,20,4865,No
7610-TVOPG,Male,No,No,No,15,Month-to-month,"Electronic check",Yes,26.35,378.6,None,No,No,No,No,No,,,3,73,2723,No
3638-DIMPH,Female,No,Yes,No,13,"One year","Electronic check",No,43.8,592.65,DSL,No,No,No,No,No,,,3,40,4369,No
1845-ZLLIG,Male,No,No,No,1,Month-to-month,"Mailed check",Yes,50.15,50.15,DSL,No,Yes,No,No,No,,,3,50,4014,No
8559-WNQZS,Male,No,No,No,1,"Two year","Mailed check",No,20.45,20.45,None,No,No,No,No,No,,,3,27,5925,No
1699-UOTXU,Male,No,No,No,60,"Two year","Electronic check",No,61.4,3638.25,DSL,Yes,Yes,No,No,No,,,3,40,6209,No
0635-WKOLD,Male,No,Yes,No,40,"One year","Credit card (automatic)",No,70.75,2921.75,DSL,No,Yes,Yes,Yes,No,,,5,32,5507,No
5993-JSUWV,Female,No,No,No,66,"Two year","Bank transfer (automatic)",Yes,61.15,4017.45,DSL,Yes,Yes,No,No,No,,,3,66,5133,No
6988-CJEYV,Male,No,No,No,49,Month-to-month,"Electronic check",No,98.7,4920.55,"Fiber Optic",No,Yes,No,Yes,Yes,,,3,79,6148,No
3097-FQTVJ,Female,No,No,No,41,"Two year","Mailed check",No,20,810.3,None,No,No,No,No,No,,,4,21,5913,No
7299-GNVPL,Female,No,Yes,Yes,23,Month-to-month,"Mailed check",No,84.4,1936.85,"Fiber Optic",Yes,Yes,Yes,No,No,,,3,54,2177,No
9743-DQKQW,Male,No,No,No,3,Month-to-month,"Electronic check",No,25.1,79.8,DSL,No,No,No,No,No,,,5,58,2013,No
9093-FPDLG,Female,No,No,No,11,Month-to-month,"Electronic check",Yes,94.2,999.9,"Fiber Optic",No,Yes,Yes,No,Yes,,,3,52,2405,No
0541-FITGH,Female,No,Yes,No,2,Month-to-month,"Mailed check",Yes,62.15,113.1,Cable,Yes,No,No,No,Yes,,,3,34,5766,No
5485-ITNPC,Male,No,Yes,No,66,"Two year","Bank transfer (automatic)",Yes,85.9,5595.3,DSL,Yes,Yes,Yes,Yes,Yes,,,3,24,5137,No
0233-FTHAV,Female,No,No,No,60,"One year","Bank transfer (automatic)",Yes,79.2,4765,"Fiber Optic",No,No,No,No,No,,,3,49,5687,No
8922-NPKBJ,Male,No,Yes,Yes,42,"Two year","Mailed check",No,19.35,867.3,None,No,No,No,No,No,,,4,21,3433,No
2740-TVLFN,Male,No,No,No,1,Month-to-month,"Electronic check",Yes,50.15,50.15,DSL,No,No,No,No,No,,,3,80,3043,No
9512-PHSMG,Female,No,Yes,No,10,Month-to-month,"Mailed check",Yes,20.55,252.75,None,No,No,No,No,No,,,3,71,4907,No
1564-HJUVY,Male,No,No,No,4,Month-to-month,"Bank transfer (automatic)",Yes,63.75,226.2,DSL,No,Yes,Yes,Yes,No,,,5,59,2624,No
7517-LDMPS,Female,No,No,No,12,Month-to-month,"Electronic check",Yes,84.6,1017.35,"Fiber Optic",No,Yes,No,No,Yes,,,5,75,4807,No
7244-KXYZN,Female,No,No,No,24,"One year","Credit card (automatic)",No,20.45,527.35,None,No,No,No,No,No,,,4,20,4690,No
5226-NOZFC,Male,No,No,No,26,Month-to-month,"Electronic check",Yes,85.75,2146.5,"Fiber Optic",No,Yes,No,Yes,No,,,3,64,3178,No
1400-WIVLL,Male,No,Yes,No,57,"Two year","Electronic check",No,107.95,5969.85,"Fiber Optic",No,No,Yes,Yes,Yes,,,3,24,4687,No
6652-YFFJO,Female,No,No,No,11,Month-to-month,"Electronic check",Yes,64.9,716.1,Cable,No,No,No,Yes,Yes,,,5,80,2775,No
3170-GWYKC,Female,No,No,No,60,Month-to-month,"Bank transfer (automatic)",Yes,104.95,6236.75,"Fiber Optic",Yes,No,Yes,Yes,Yes,,,4,62,5926,No
9830-ECLEN,Male,No,Yes,Yes,58,"One year","Mailed check",No,50,2919.85,Cable,Yes,Yes,No,Yes,No,,,4,45,4704,No
2668-TZSPS,Male,No,No,No,1,Month-to-month,"Mailed check",No,20.45,20.45,None,No,No,No,No,No,,,5,51,2664,No
7446-SFAOA,Female,No,Yes,No,37,"One year","Bank transfer (automatic)",Yes,19.85,717.5,None,No,No,No,No,No,,,4,20,5707,No
9522-ZSINC,Male,No,No,No,13,"One year","Electronic check",Yes,19.95,253.8,None,No,No,No,No,No,,,3,24,2252,No
8234-GSZYK,Male,No,No,No,43,"Two year","Bank transfer (automatic)",No,26.45,1110.05,None,No,No,No,No,No,,,4,51,3881,No
6505-OZNPG,Female,No,No,No,6,"Two year","Mailed check",Yes,63.4,348.8,Cable,Yes,Yes,Yes,Yes,Yes,,,4,48,3909,No
6164-HAQTX,Male,No,No,No,71,"Two year","Bank transfer (automatic)",No,53.95,3888.65,DSL,Yes,Yes,Yes,Yes,No,,,3,76,4094,No
0953-LGOVU,Male,No,Yes,Yes,12,Month-to-month,"Mailed check",No,35.5,432.25,DSL,No,Yes,Yes,No,No,,,4,75,2562,No
9619-GSATL,Female,No,No,No,43,"One year","Electronic check",No,55.45,2444.25,DSL,No,Yes,Yes,No,No,,,4,48,3350,No
5622-UEJFI,Female,No,Yes,Yes,35,"Two year","Credit card (automatic)",Yes,25.4,949.8,None,No,No,No,No,No,,,3,38,5070,No
0484-FFVBJ,Male,No,No,No,32,"One year","Bank transfer (automatic)",Yes,64.85,2010.95,DSL,No,No,No,Yes,Yes,,,5,29,4895,No
0301-FIDRB,Female,No,Yes,Yes,72,"Two year","Bank transfer (automatic)",Yes,63.8,4684.3,DSL,Yes,Yes,Yes,Yes,Yes,,,4,32,6107,No
4139-JPIAM,Male,No,No,No,51,Month-to-month,"Credit card (automatic)",Yes,44.45,2181.55,DSL,Yes,No,Yes,No,Yes,,,4,62,6087,No
9453-PATOS,Female,No,Yes,No,72,"Two year","Mailed check",No,85.1,6155.4,Cable,Yes,Yes,Yes,Yes,Yes,,,4,39,4147,No
0106-UGRDO,Female,No,Yes,No,69,"Two year","Electronic check",Yes,116,8182.85,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,37,4216,No
1930-QPBVZ,Male,No,Yes,Yes,68,"Two year","Bank transfer (automatic)",No,95.1,6683.4,"Fiber Optic",Yes,Yes,Yes,No,Yes,,,3,38,5748,No
5220-AGAAX,Male,No,Yes,Yes,68,"Two year","Bank transfer (automatic)",Yes,24,1664.3,None,No,No,No,No,No,,,4,57,5440,No
4526-EXKKN,Male,No,No,No,40,"Two year","Mailed check",Yes,24.6,973.95,None,No,No,No,No,No,,,5,65,2601,No
3345-JHUEO,Male,No,No,No,4,Month-to-month,"Electronic check",Yes,20.2,55.7,None,No,No,No,No,No,,,3,45,4267,No
2674-MIAHT,Female,No,No,No,4,Month-to-month,"Mailed check",Yes,80.3,324.2,"Fiber Optic",No,Yes,No,No,No,,,3,70,3132,No
4707-YNOQA,Female,No,Yes,Yes,34,"One year","Credit card (automatic)",Yes,25.6,917.15,None,No,No,No,No,No,,,4,43,5854,No
9357-UJRUN,Male,No,Yes,No,24,"One year","Electronic check",Yes,58.35,1346.9,Cable,Yes,No,Yes,No,No,,,3,45,5428,No
1163-VIPRI,Female,No,Yes,Yes,65,"Two year","Electronic check",No,109.3,7337.55,"Fiber Optic",Yes,No,Yes,Yes,Yes,,,4,51,6087,No
9348-ROUAI,Female,No,Yes,Yes,59,"Two year","Credit card (automatic)",No,90.3,5194.05,Cable,Yes,Yes,Yes,Yes,Yes,,,3,53,4617,No
3043-TYBNO,Male,No,No,No,3,Month-to-month,"Mailed check",No,60.65,196.9,DSL,No,No,Yes,No,Yes,,,5,22,2111,No
4830-FAXFM,Male,No,No,Yes,19,Month-to-month,"Credit card (automatic)",Yes,24.1,439.2,None,No,No,No,No,No,,,4,35,2378,No
5906-BFOZT,Male,No,No,No,1,Month-to-month,"Mailed check",Yes,19.5,19.5,None,No,No,No,No,No,,,5,21,3753,No
5266-PFRQK,Male,No,Yes,Yes,52,"One year","Credit card (automatic)",Yes,20.85,1071.6,None,No,No,No,No,No,,,4,56,4886,No
6765-MBQNU,Female,No,Yes,No,26,"One year","Mailed check",No,26,684.05,None,No,No,No,No,No,,,5,20,2244,No
1303-SRDOK,Female,No,Yes,Yes,55,"Two year","Credit card (automatic)",Yes,69.05,3842.6,"Fiber Optic",No,No,No,No,No,,,3,67,4318,No
3769-MHZNV,Female,No,Yes,Yes,33,"Two year","Mailed check",No,20.1,670.35,None,No,No,No,No,No,,,3,25,3700,No
1038-RQOST,Male,No,Yes,Yes,19,Month-to-month,"Mailed check",No,20.6,414.95,None,No,No,No,No,No,,,3,32,2276,No
4568-TTZRT,Male,No,No,No,9,Month-to-month,"Mailed check",No,20.4,181.8,None,No,No,No,No,No,,,5,21,5380,No
8084-OIVBS,Female,No,No,No,11,"One year","Mailed check",No,20,211.95,None,No,No,No,No,No,,,4,53,3731,No
8896-BQTTI,Male,No,No,No,1,Month-to-month,"Mailed check",Yes,25,25,None,No,No,No,No,No,,,3,53,2371,No
3352-RICWQ,Female,No,Yes,Yes,9,"Two year","Mailed check",No,19.75,210.65,None,No,No,No,No,No,,,4,24,2427,No
2160-GPFXD,Male,No,Yes,Yes,54,"Two year","Credit card (automatic)",Yes,65.65,3566.7,DSL,Yes,Yes,Yes,No,No,,,3,49,5725,No
1498-NHTLT,Male,No,Yes,Yes,59,"Two year","Electronic check",Yes,86.75,5186,Cable,Yes,Yes,Yes,Yes,Yes,,,3,21,5020,No
0238-WHBIQ,Male,No,Yes,Yes,72,"Two year","Credit card (automatic)",No,89.7,6339.3,Cable,Yes,Yes,Yes,Yes,Yes,,,3,50,4193,No
6651-RLGGM,Male,No,Yes,Yes,67,"Two year","Mailed check",No,26.3,1688.9,None,No,No,No,No,No,,,5,52,6066,No
5696-EXCYS,Male,No,No,No,17,"Two year","Credit card (automatic)",No,19.45,369.05,None,No,No,No,No,No,,,4,29,5347,No
5795-KTGUD,Female,No,Yes,No,68,"Two year","Bank transfer (automatic)",Yes,110.8,7553.6,"Fiber Optic",Yes,Yes,No,Yes,Yes,,,3,67,4545,No
4702-HDRKD,Male,No,No,No,67,"One year","Bank transfer (automatic)",Yes,49.35,3321.35,Cable,Yes,No,Yes,Yes,No,,,3,33,5905,No
9114-AAFQH,Female,No,Yes,No,48,"One year","Electronic check",Yes,65.65,3094.65,DSL,No,Yes,No,No,Yes,,,3,67,5427,No
8715-KKTFG,Female,No,Yes,No,61,"One year","Bank transfer (automatic)",Yes,103.3,6518.35,"Fiber Optic",No,No,Yes,Yes,Yes,,,5,27,5401,No
1728-BQDMA,Female,No,No,No,2,Month-to-month,"Electronic check",No,44.45,82.7,DSL,No,No,No,No,No,,,3,26,5694,No
5117-ZSMHQ,Female,No,Yes,Yes,71,"Two year","Bank transfer (automatic)",No,89.9,6342.7,DSL,Yes,Yes,Yes,Yes,Yes,,,5,54,5835,No
0960-HUWBM,Male,No,Yes,Yes,65,"Two year","Bank transfer (automatic)",Yes,104.1,6700.05,"Fiber Optic",No,No,Yes,Yes,Yes,,,4,25,4024,No
0263-FJTQO,Male,No,Yes,Yes,50,"Two year","Credit card (automatic)",Yes,70.5,3486.65,Cable,Yes,No,Yes,Yes,No,,,4,60,4022,No
7319-ZNRTR,Male,No,Yes,Yes,25,"One year","Electronic check",No,19.6,411.15,None,No,No,No,No,No,,,4,51,2888,No
5133-POWUA,Male,No,No,No,1,Month-to-month,"Mailed check",Yes,45.8,45.8,Cable,No,No,No,No,No,,,5,30,2614,No
9224-VTYID,Male,No,Yes,Yes,47,"Two year","Mailed check",Yes,90.5,4318.35,DSL,Yes,Yes,Yes,Yes,Yes,,,3,30,3413,No
9500-IWPXQ,Female,No,Yes,Yes,61,"One year","Electronic check",Yes,79.4,4820.55,DSL,Yes,Yes,Yes,No,Yes,,,3,74,4666,No
4504-YOULA,Female,No,Yes,Yes,35,Month-to-month,"Credit card (automatic)",Yes,59.45,2136.9,DSL,Yes,Yes,No,No,No,,,3,49,3682,No
3401-URHDA,Male,No,No,No,51,"One year","Credit card (automatic)",No,59.9,3043.6,Cable,Yes,No,Yes,No,No,,,3,42,5233,No
8631-XVRZL,Male,No,No,No,9,"One year","Mailed check",Yes,20.15,163.7,None,No,No,No,No,No,,,4,70,4004,No
3853-LYGAM,Male,No,No,No,17,Month-to-month,"Bank transfer (automatic)",Yes,95.65,1640,"Fiber Optic",No,No,Yes,No,Yes,,,4,49,3139,No
5751-USDBL,Male,No,Yes,Yes,46,"Two year","Mailed check",No,81,3846.35,Cable,Yes,No,Yes,Yes,Yes,,,4,57,4280,No
5680-LQOGP,Female,No,No,No,68,"Two year","Credit card (automatic)",Yes,82.45,5646.6,Cable,Yes,Yes,Yes,Yes,Yes,,,3,70,5308,No
9931-DCEZH,Male,No,No,Yes,28,"One year","Credit card (automatic)",Yes,54.4,1516.6,DSL,No,Yes,Yes,No,No,,,3,74,4711,No
0315-LVCRK,Male,No,No,No,11,Month-to-month,"Electronic check",No,84.8,888.75,"Fiber Optic",No,No,No,No,Yes,,,4,60,4924,No
2410-CIYFZ,Male,No,No,Yes,2,Month-to-month,"Mailed check",No,20.4,42.9,None,No,No,No,No,No,,,3,77,3000,No
1867-TJHTS,Female,No,No,No,58,Month-to-month,"Bank transfer (automatic)",Yes,79.8,4526.85,"Fiber Optic",Yes,No,No,No,No,,,4,78,5709,No
2817-LVCPP,Female,No,No,No,50,"Two year","Credit card (automatic)",No,19.4,1023.95,None,No,No,No,No,No,,,5,41,6233,No
5038-ETMLM,Female,No,Yes,No,72,"Two year","Bank transfer (automatic)",Yes,113.65,8182.75,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,38,5411,No
5056-FIMPT,Female,No,No,Yes,43,"One year","Credit card (automatic)",Yes,106,4532.3,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,4,76,3528,No
4521-WFJAI,Male,No,No,No,56,"Two year","Bank transfer (automatic)",Yes,25.95,1444.05,None,No,No,No,No,No,,,3,40,4246,No
8809-XKHMD,Male,No,Yes,No,72,"Two year","Bank transfer (automatic)",Yes,100.55,7325.1,"Fiber Optic",Yes,Yes,Yes,No,Yes,,,5,54,6082,No
0867-LDTTC,Male,No,No,No,5,Month-to-month,"Bank transfer (automatic)",No,75.15,392.65,Cable,No,No,Yes,Yes,Yes,,,4,68,5900,No
3148-AOIQT,Female,No,Yes,No,69,"Two year","Credit card (automatic)",Yes,24.95,1718.35,None,No,No,No,No,No,,,3,45,4106,No
3889-VWBID,Male,No,Yes,Yes,68,"Two year","Bank transfer (automatic)",No,82.85,5776.45,DSL,Yes,Yes,Yes,Yes,Yes,,,4,42,5184,No
0496-AHOOK,Male,No,Yes,No,24,"One year","Bank transfer (automatic)",No,74.4,1712.9,Cable,Yes,No,Yes,Yes,Yes,,,3,68,4310,No
3181-VTHOE,Male,No,Yes,No,70,"One year","Bank transfer (automatic)",Yes,51.05,3635.15,DSL,No,Yes,Yes,No,Yes,,,4,69,4042,No
4567-AKPIA,Female,No,Yes,Yes,41,"One year","Bank transfer (automatic)",Yes,109.1,4454.25,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,5,77,4854,No
7901-HXJVA,Male,No,No,No,14,Month-to-month,"Electronic check",No,76.45,1117.55,"Fiber Optic",No,No,No,No,No,,,4,52,2292,No
5924-IFQTT,Male,No,Yes,Yes,13,Month-to-month,"Electronic check",Yes,72.8,930.05,DSL,No,Yes,Yes,Yes,No,,,4,46,2862,No
2452-SNHFZ,Female,No,No,No,47,Month-to-month,"Credit card (automatic)",No,75.45,3545.1,"Fiber Optic",Yes,No,No,No,No,,,4,66,4995,No
6029-CSMJE,Male,No,No,No,17,Month-to-month,"Mailed check",Yes,25.65,440.2,Cable,No,No,No,No,No,,,3,24,3090,No
4962-CHQPW,Male,No,No,Yes,29,"One year","Mailed check",No,19.85,535.05,None,No,No,No,No,No,,,4,26,2941,No
2253-KPMNB,Female,No,Yes,Yes,69,"Two year","Bank transfer (automatic)",No,46.25,3121.4,DSL,Yes,Yes,Yes,No,No,,,4,33,4180,No
6429-SHBCB,Male,No,No,No,19,Month-to-month,"Mailed check",No,69.6,1394.55,DSL,No,No,No,Yes,Yes,,,4,77,3349,No
2603-HVKCG,Male,No,No,No,31,Month-to-month,"Electronic check",Yes,101.4,3143.65,"Fiber Optic",No,Yes,No,Yes,Yes,,,4,72,2025,No
5148-ORICT,Female,No,Yes,No,64,"Two year","Mailed check",Yes,74.35,4759.55,Cable,Yes,Yes,Yes,No,Yes,,,3,80,4781,No
7272-QDCKA,Male,No,No,No,28,"One year","Electronic check",No,100.2,2688.45,"Fiber Optic",No,Yes,No,Yes,Yes,,,3,79,5137,No
8908-SLFCJ,Female,No,No,No,21,"Two year","Credit card (automatic)",Yes,20.85,435.25,None,No,No,No,No,No,,,3,35,5422,No
6968-MHOMU,Male,No,Yes,No,58,"One year","Credit card (automatic)",Yes,45,2689.35,Cable,No,No,No,Yes,Yes,,,3,55,5006,No
3721-WKIIL,Female,No,No,No,27,"Two year","Mailed check",Yes,19.6,561.15,None,No,No,No,No,No,,,5,21,2896,No
6734-CKRSM,Female,No,No,No,3,Month-to-month,"Mailed check",No,20,63.6,None,No,No,No,No,No,,,3,65,4258,No
6568-POCUI,Female,No,Yes,No,45,"Two year","Credit card (automatic)",Yes,95.2,4285.8,"Fiber Optic",No,No,Yes,Yes,Yes,,,5,27,3363,No
7682-AZNDK,Male,No,Yes,Yes,34,Month-to-month,"Electronic check",Yes,89.85,3091.75,"Fiber Optic",No,Yes,No,Yes,No,,,5,45,3096,No
5384-ZTTWP,Female,No,Yes,Yes,15,Month-to-month,"Mailed check",No,19.8,272.95,None,No,No,No,No,No,,,4,34,4167,No
1407-DIGZV,Female,No,Yes,Yes,3,"Two year","Mailed check",No,19.1,52,None,No,No,No,No,No,,,5,30,3863,No
0570-BFQHT,Female,No,No,No,9,Month-to-month,"Electronic check",No,80.55,653.9,"Fiber Optic",No,Yes,No,No,No,,,3,26,3581,No
4393-OBCRR,Female,No,No,No,3,"One year","Mailed check",No,20.25,71.2,None,No,No,No,No,No,,,3,31,4331,No
8564-LDKFL,Male,No,Yes,No,40,"One year","Bank transfer (automatic)",Yes,106,4178.65,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,77,5118,No
4717-GHADL,Female,No,No,No,50,"Two year","Mailed check",Yes,79.6,4024.2,DSL,No,Yes,Yes,Yes,Yes,,,4,39,5592,No
5501-TVMGM,Male,No,No,No,1,Month-to-month,"Electronic check",Yes,55.25,55.25,DSL,No,No,No,No,Yes,,,5,49,3255,No
5879-HMFFH,Female,No,Yes,No,72,"Two year","Bank transfer (automatic)",No,88.05,6520.8,DSL,Yes,Yes,Yes,Yes,Yes,,,4,42,6247,No
3810-DVDQQ,Female,No,Yes,Yes,72,"Two year","Bank transfer (automatic)",Yes,117.6,8308.9,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,54,6173,No
6972-SNKKW,Female,No,No,No,6,Month-to-month,"Mailed check",No,20,109.2,None,No,No,No,No,No,,,3,53,3142,No
3694-GLTJM,Female,No,No,No,5,Month-to-month,"Credit card (automatic)",Yes,19.65,92.05,None,No,No,No,No,No,,,3,42,2878,No
8550-XSXUQ,Male,No,Yes,No,48,"One year","Credit card (automatic)",Yes,70.55,3420.5,Cable,No,Yes,No,No,Yes,,,4,39,3997,No
9055-MOJJJ,Female,No,Yes,Yes,64,"One year","Mailed check",No,65.8,4068,Cable,Yes,No,Yes,Yes,No,,,3,57,4754,No
0585-EGDDA,Male,No,Yes,No,40,Month-to-month,"Electronic check",Yes,80,3168.75,"Fiber Optic",No,Yes,No,No,No,,,3,31,2478,No
3481-JHUZH,Male,No,Yes,No,41,Month-to-month,"Electronic check",Yes,80.25,3439,"Fiber Optic",No,Yes,No,No,No,,,5,49,5757,No
6869-FGJJC,Male,No,No,No,68,"One year","Credit card (automatic)",No,79.6,5461.45,"Fiber Optic",No,Yes,No,No,No,,,4,20,5210,No
5960-MVTUK,Male,No,No,No,3,Month-to-month,"Electronic check",Yes,29.75,96.85,DSL,No,No,Yes,No,No,,,3,55,3425,No
6817-WTYHE,Male,No,No,No,2,Month-to-month,"Bank transfer (automatic)",No,44.9,111.05,DSL,No,No,No,No,No,,,4,26,4370,No
4931-TRZWN,Female,No,No,No,13,Month-to-month,"Electronic check",Yes,71.95,923.85,DSL,Yes,No,No,Yes,Yes,,,3,67,3605,No
8043-PNYSD,Male,No,Yes,Yes,63,"Two year","Mailed check",No,19.55,1245.6,None,No,No,No,No,No,,,5,36,6002,No
9938-EKRGF,Female,No,No,No,15,Month-to-month,"Mailed check",No,84.45,1287.85,Cable,Yes,Yes,Yes,Yes,Yes,,,3,46,4653,No
2703-AMTUL,Male,No,Yes,Yes,36,"One year","Mailed check",No,53.65,1939.35,Cable,Yes,Yes,No,No,No,,,4,37,4113,No
8173-RXAYP,Female,No,Yes,Yes,24,"Two year","Mailed check",No,19.7,452.55,None,No,No,No,No,No,,,4,42,4642,No
4825-XJGDM,Female,No,No,No,61,"One year","Credit card (automatic)",No,43.7,2696.55,DSL,Yes,Yes,Yes,No,No,,,4,50,4051,No
5402-HTOTQ,Male,No,No,No,16,Month-to-month,"Electronic check",No,55.3,875.35,DSL,No,Yes,No,No,No,,,5,25,3771,No
3890-RTCMS,Male,No,No,No,16,Month-to-month,"Mailed check",Yes,49.45,799,DSL,No,No,Yes,No,No,,,4,49,3446,No
3665-JATSN,Female,No,No,No,19,Month-to-month,"Electronic check",Yes,39.7,710.05,DSL,No,Yes,No,No,Yes,,,5,65,4034,No
7966-YOTQW,Male,No,No,No,10,Month-to-month,"Credit card (automatic)",Yes,54.5,568.2,DSL,Yes,No,No,No,No,,,4,59,4163,No
4324-BZCKL,Female,No,Yes,Yes,10,Month-to-month,"Mailed check",Yes,55.55,551.3,DSL,No,Yes,No,No,No,,,5,41,2530,No
6924-TDGMT,Male,No,Yes,No,11,"One year","Mailed check",Yes,20.55,184.95,None,No,No,No,No,No,,,5,23,3971,No
1536-YHDOE,Male,No,Yes,Yes,17,"One year","Mailed check",Yes,62.1,1096.65,Cable,Yes,No,Yes,No,No,,,3,33,3937,No
8123-QBNAZ,Female,No,Yes,Yes,36,Month-to-month,"Credit card (automatic)",Yes,104.5,3684.95,"Fiber Optic",Yes,No,No,Yes,Yes,,,3,49,4102,No
5482-VXSXJ,Male,No,No,No,22,Month-to-month,"Mailed check",Yes,93.2,2157.3,"Fiber Optic",No,Yes,No,Yes,Yes,,,4,26,4093,No
7365-BVCJH,Male,No,No,No,1,Month-to-month,"Electronic check",Yes,24.4,24.4,DSL,No,No,No,No,No,,,5,66,3145,No
9620-ENEJV,Female,No,No,No,6,Month-to-month,"Credit card (automatic)",No,70.55,433.95,"Fiber Optic",No,No,No,No,No,,,3,52,4059,No
0464-WJTKO,Female,No,Yes,Yes,72,"Two year","Bank transfer (automatic)",No,20.1,1460.85,None,No,No,No,No,No,,,5,30,4598,No
8902-ZEOVF,Male,No,Yes,Yes,47,"One year","Mailed check",No,20.05,951.55,None,No,No,No,No,No,,,5,64,5183,No
6778-EICRF,Male,No,Yes,Yes,24,"One year","Mailed check",No,74.8,1821.2,Cable,Yes,No,No,Yes,Yes,,,4,52,5535,No
4132-KALRO,Female,No,No,No,4,Month-to-month,"Mailed check",Yes,100.85,399.25,"Fiber Optic",No,No,Yes,Yes,Yes,,,4,21,5354,No
1245-HARPS,Female,No,Yes,No,14,"Two year","Mailed check",No,20.4,292.4,None,No,No,No,No,No,,,3,73,4556,No
4293-ETKAP,Female,No,Yes,Yes,65,"Two year","Bank transfer (automatic)",Yes,79.4,5071.9,Cable,No,Yes,Yes,Yes,Yes,,,4,65,4023,No
6064-PUPMC,Male,No,Yes,Yes,23,"One year","Credit card (automatic)",No,57.2,1423.35,DSL,Yes,No,Yes,No,No,,,3,69,4021,No
6322-PJJDJ,Male,No,Yes,No,49,"Two year","Electronic check",Yes,94.8,4690.65,"Fiber Optic",No,Yes,No,Yes,Yes,,,4,29,4252,No
0330-BGYZE,Male,No,Yes,No,60,"One year","Bank transfer (automatic)",No,102.5,6157.6,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,54,4968,No
